,State,City,Year,Count,Mean_Severity,High Severity Count
1480,AL,Oneonta,2023,5,2.0,0.0
1481,AL,Opelika,2016,2,2.0,0.0
1482,AL,Opelika,2017,14,2.642857142857143,9.0
1483,AL,Opelika,2018,54,2.740740740740741,36.0
1484,AL,Opelika,2019,116,2.4913793103448274,53.0
1485,AL,Opelika,2020,131,2.435114503816794,49.0
1486,AL,Opelika,2021,222,2.4054054054054053,86.0
1487,AL,Opelika,2022,184,2.3097826086956523,50.0
1488,AL,Opp,2019,2,2.0,0.0
1489,AL,Opp,2020,4,2.0,0.0
1490,AL,Opp,2021,4,2.0,0.0
1491,AL,Opp,2022,6,2.3333333333333335,0.0
1492,AL,Orange Beach,2018,2,2.0,0.0
1493,AL,Orange Beach,2019,9,2.0,0.0
1494,AL,Orange Beach,2020,1,2.0,0.0
1495,AL,Orange Beach,2021,2,2.0,0.0
1496,AL,Orange Beach,2022,4,2.5,0.0
1497,AL,Orrville,2022,1,2.0,0.0
1498,AL,Owens Cross Roads,2018,30,2.033333333333333,1.0
1499,AL,Owens Cross Roads,2019,67,2.0,0.0
1500,AL,Owens Cross Roads,2020,88,2.0113636363636362,1.0
1501,AL,Owens Cross Roads,2021,62,2.0,0.0
1502,AL,Owens Cross Roads,2022,43,1.9534883720930232,0.0
1503,AL,Owens Cross Roads,2023,3,2.0,0.0
1504,AL,Oxford,2017,2,3.5,1.0
1505,AL,Oxford,2018,16,2.875,14.0
1506,AL,Oxford,2019,30,2.6666666666666665,18.0
1507,AL,Oxford,2020,37,2.4054054054054053,13.0
1508,AL,Oxford,2021,41,2.268292682926829,11.0
1509,AL,Oxford,2022,43,2.302325581395349,5.0
1510,AL,Oxford,2023,1,2.0,0.0
1511,AL,Ozark,2018,7,2.5714285714285716,0.0
1512,AL,Ozark,2019,19,2.0526315789473686,1.0
1513,AL,Ozark,2020,43,2.0232558139534884,1.0
1514,AL,Ozark,2021,64,2.15625,0.0
1515,AL,Ozark,2022,23,1.9565217391304348,0.0
1516,AL,Ozark,2023,2,2.0,0.0
1517,AL,Paint Rock,2016,1,3.0,1.0
1518,AL,Paint Rock,2017,1,2.0,0.0
1519,AL,Paint Rock,2018,3,2.0,0.0
1520,AL,Paint Rock,2019,4,2.0,0.0
1521,AL,Paint Rock,2020,1,2.0,0.0
1522,AL,Paint Rock,2021,2,2.0,0.0
1523,AL,Paint Rock,2022,3,2.0,0.0
1524,AL,Pansey,2019,1,2.0,0.0
1525,AL,Pansey,2020,2,2.0,0.0
1526,AL,Parrish,2019,12,2.0,0.0
1527,AL,Parrish,2020,14,2.0,0.0
1528,AL,Parrish,2021,24,2.2083333333333335,1.0
1529,AL,Parrish,2022,16,2.0625,0.0
1530,AL,Parrish,2023,1,2.0,0.0
1531,AL,Pelham,2016,1,4.0,0.0
1532,AL,Pelham,2017,13,2.6923076923076925,7.0
1533,AL,Pelham,2018,88,2.772727272727273,59.0
1534,AL,Pelham,2019,52,2.4615384615384617,24.0
1535,AL,Pelham,2020,57,2.3508771929824563,18.0
1536,AL,Pelham,2021,86,2.2325581395348837,18.0
1537,AL,Pelham,2022,159,2.0440251572327046,12.0
1538,AL,Pelham,2023,25,2.0,0.0
1539,AL,Pell City,2017,7,2.7142857142857144,4.0
1540,AL,Pell City,2018,41,2.658536585365854,27.0
1541,AL,Pell City,2019,28,2.5357142857142856,15.0
1542,AL,Pell City,2020,27,2.4444444444444446,12.0
1543,AL,Pell City,2021,80,2.2375,13.0
1544,AL,Pell City,2022,55,2.2363636363636363,2.0
1545,AL,Pell City,2023,2,2.0,0.0
1546,AL,Perdido,2016,1,2.0,0.0
1547,AL,Perdido,2017,3,3.0,1.0
1548,AL,Perdido,2018,7,3.142857142857143,6.0
1549,AL,Perdido,2019,10,2.9,9.0
1550,AL,Perdido,2020,5,3.0,1.0
1551,AL,Perdido,2021,19,2.473684210526316,7.0
1552,AL,Perdido,2022,24,2.2916666666666665,2.0
1553,AL,Peterman,2021,2,2.0,0.0
1554,AL,Peterman,2022,4,3.0,0.0
1555,AL,Phenix City,2016,3,3.3333333333333335,0.0
1556,AL,Phenix City,2017,1,2.0,0.0
1557,AL,Phenix City,2018,11,2.090909090909091,1.0
1558,AL,Phenix City,2019,86,2.046511627906977,2.0
1559,AL,Phenix City,2020,142,2.0211267605633805,3.0
1560,AL,Phenix City,2021,159,2.0440251572327046,3.0
1561,AL,Phenix City,2022,66,2.0606060606060606,1.0
1562,AL,Phil Campbell,2019,2,2.0,0.0
1563,AL,Phil Campbell,2020,1,2.0,0.0
1564,AL,Phil Campbell,2021,2,2.0,0.0
1565,AL,Phil Campbell,2022,1,2.0,0.0
1566,AL,Pickensville,2018,1,2.0,0.0
1567,AL,Piedmont,2018,1,2.0,0.0
1568,AL,Piedmont,2019,3,2.0,0.0
1569,AL,Piedmont,2020,5,2.4,0.0
1570,AL,Piedmont,2022,21,2.2857142857142856,0.0
1571,AL,Pike Road,2016,3,2.3333333333333335,1.0
1572,AL,Pike Road,2017,4,3.0,2.0
1573,AL,Pike Road,2018,28,2.2142857142857144,2.0
1574,AL,Pike Road,2019,103,2.2427184466019416,25.0
1575,AL,Pike Road,2020,99,2.242424242424242,18.0
1576,AL,Pike Road,2021,124,2.2419354838709675,24.0
1577,AL,Pike Road,2022,79,2.1139240506329116,9.0
1578,AL,Pine Apple,2021,1,2.0,0.0
1579,AL,Pine Hill,2017,2,4.0,0.0
1580,AL,Pine Hill,2018,2,2.5,1.0
1581,AL,Pine Hill,2019,1,2.0,0.0
1582,AL,Pine Hill,2020,1,2.0,0.0
1583,AL,Pine Hill,2021,3,2.0,0.0
1584,AL,Pine Hill,2022,1,2.0,0.0
1585,AL,Pinson,2017,2,2.0,0.0
1586,AL,Pinson,2018,15,2.0,0.0
1587,AL,Pinson,2019,19,2.0,0.0
1588,AL,Pinson,2020,13,2.0,0.0
1589,AL,Pinson,2021,45,2.2666666666666666,0.0
1590,AL,Pinson,2022,13,2.3076923076923075,0.0
1591,AL,Pinson,2023,3,2.0,0.0
1592,AL,Pisgah,2019,2,2.0,0.0
1593,AL,Pisgah,2020,1,2.0,0.0
1594,AL,Pisgah,2022,1,2.0,0.0
1595,AL,Pittsview,2016,1,4.0,0.0
1596,AL,Pittsview,2017,2,2.0,0.0
1597,AL,Pittsview,2018,1,2.0,0.0
1598,AL,Pittsview,2019,6,2.0,0.0
1599,AL,Pittsview,2020,5,2.0,0.0
1600,AL,Pittsview,2021,7,2.0,0.0
1601,AL,Pittsview,2022,1,2.0,0.0
1602,AL,Plantersville,2018,7,2.0,0.0
1603,AL,Plantersville,2019,7,2.0,0.0
1604,AL,Plantersville,2020,11,2.0,0.0
1605,AL,Plantersville,2021,2,2.0,0.0
1606,AL,Plantersville,2022,9,2.111111111111111,0.0
1607,AL,Pleasant Grove,2018,2,2.0,0.0
1608,AL,Prattville,2016,5,2.2,1.0
1609,AL,Prattville,2017,18,2.611111111111111,11.0
1610,AL,Prattville,2018,144,2.326388888888889,39.0
1611,AL,Prattville,2019,248,2.2943548387096775,65.0
1612,AL,Prattville,2020,354,2.1920903954802258,58.0
1613,AL,Prattville,2021,489,2.173824130879346,62.0
1614,AL,Prattville,2022,238,2.1176470588235294,20.0
1615,AL,Prattville,2023,5,2.0,0.0
1616,AL,Prichard,2019,2,3.0,2.0
1617,AL,Prichard,2022,4,2.0,0.0
1618,AL,Quinton,2017,3,3.3333333333333335,2.0
1619,AL,Quinton,2018,3,3.0,3.0
1620,AL,Quinton,2019,4,3.0,4.0
1621,AL,Quinton,2020,11,2.5454545454545454,4.0
1622,AL,Quinton,2021,10,2.5,3.0
1623,AL,Quinton,2022,10,2.2,1.0
1624,AL,Ragland,2018,3,3.0,1.0
1625,AL,Ragland,2019,3,2.0,0.0
1626,AL,Ragland,2021,3,2.0,0.0
1627,AL,Ragland,2022,6,1.8333333333333333,0.0
1628,AL,Rainbow City,2018,1,3.0,1.0
1629,AL,Rainbow City,2021,2,3.0,0.0
1630,AL,Rainbow City,2022,2,2.0,0.0
1631,AL,Rainsville,2018,1,2.0,0.0
1632,AL,Rainsville,2020,1,2.0,0.0
1633,AL,Rainsville,2021,3,2.0,0.0
1634,AL,Rainsville,2022,5,2.8,0.0
1635,AL,Ralph,2018,2,2.0,0.0
1636,AL,Ralph,2020,1,2.0,0.0
1637,AL,Ralph,2021,6,2.3333333333333335,0.0
1638,AL,Ralph,2022,2,2.0,0.0
1639,AL,Ramer,2018,10,2.1,1.0
1640,AL,Ramer,2019,10,2.1,1.0
1641,AL,Ramer,2020,25,2.16,0.0
1642,AL,Ramer,2021,10,2.0,0.0
1643,AL,Ramer,2022,3,2.0,0.0
1644,AL,Ranburne,2020,1,2.0,0.0
1645,AL,Randolph,2017,1,3.0,1.0
1646,AL,Randolph,2018,1,2.0,0.0
1647,AL,Randolph,2019,3,2.6666666666666665,0.0
1648,AL,Randolph,2021,3,2.0,0.0
1649,AL,Red Bay,2018,1,4.0,0.0
1650,AL,Red Bay,2019,1,2.0,0.0
1651,AL,Red Bay,2022,1,2.0,0.0
1652,AL,Red Level,2018,1,2.0,0.0
1653,AL,Red Level,2019,4,2.0,0.0
1654,AL,Red Level,2020,2,2.0,0.0
1655,AL,Red Level,2021,3,2.0,0.0
1656,AL,Red Level,2022,5,2.4,0.0
1657,AL,Reform,2017,1,2.0,0.0
1658,AL,Reform,2018,6,2.1666666666666665,1.0
1659,AL,Reform,2019,3,2.0,0.0
1660,AL,Reform,2020,2,2.0,0.0
1661,AL,Reform,2021,10,2.2,0.0
1662,AL,Reform,2022,4,2.0,0.0
1663,AL,Remlap,2017,3,2.0,0.0
1664,AL,Remlap,2018,19,2.0,0.0
1665,AL,Remlap,2019,28,2.0357142857142856,1.0
1666,AL,Remlap,2020,34,2.1176470588235294,0.0
1667,AL,Remlap,2021,16,2.0,0.0
1668,AL,Remlap,2022,25,1.96,0.0
1669,AL,Repton,2020,2,4.0,0.0
1670,AL,Repton,2021,5,2.8,0.0
1671,AL,Riverside,2017,1,2.0,0.0
1672,AL,Riverside,2018,13,2.769230769230769,10.0
1673,AL,Riverside,2019,9,3.0,7.0
1674,AL,Riverside,2020,26,2.3461538461538463,9.0
1675,AL,Riverside,2021,23,2.0,0.0
1676,AL,Riverside,2022,18,2.111111111111111,1.0
1677,AL,Riverside,2023,1,2.0,0.0
1678,AL,Roanoke,2018,1,2.0,0.0
1679,AL,Roanoke,2019,1,2.0,0.0
1680,AL,Roanoke,2020,2,2.0,0.0
1681,AL,Roanoke,2021,2,2.0,0.0
1682,AL,Roanoke,2022,2,3.0,0.0
1683,AL,Robertsdale,2017,10,3.0,10.0
1684,AL,Robertsdale,2018,33,2.727272727272727,20.0
1685,AL,Robertsdale,2019,37,2.4594594594594597,13.0
1686,AL,Robertsdale,2020,55,2.4363636363636365,14.0
1687,AL,Robertsdale,2021,110,2.1818181818181817,10.0
1688,AL,Robertsdale,2022,88,2.2386363636363638,9.0
1689,AL,Rockford,2018,1,2.0,0.0
1690,AL,Rockford,2020,5,2.0,0.0
1691,AL,Rockford,2021,1,2.0,0.0
1692,AL,Rockford,2022,3,2.6666666666666665,0.0
1693,AL,Rogersville,2019,1,2.0,0.0
1694,AL,Rogersville,2021,3,2.0,0.0
1695,AL,Rogersville,2022,23,2.0,0.0
1696,AL,Russellville,2018,6,2.0,0.0
1697,AL,Russellville,2019,4,2.25,1.0
1698,AL,Russellville,2020,1,2.0,0.0
1699,AL,Russellville,2022,1,2.0,0.0
1700,AL,Rutledge,2019,1,2.0,0.0
1701,AL,Rutledge,2020,2,2.0,0.0
1702,AL,Rutledge,2021,7,2.0,0.0
1703,AL,Rutledge,2022,3,2.0,0.0
1704,AL,Safford,2019,1,2.0,0.0
1705,AL,Safford,2020,1,2.0,0.0
1706,AL,Safford,2021,1,2.0,0.0
1707,AL,Safford,2022,2,2.0,0.0
1708,AL,Salem,2019,20,2.0,0.0
1709,AL,Salem,2020,19,2.1052631578947367,0.0
1710,AL,Salem,2021,25,2.0,0.0
1711,AL,Salem,2022,22,2.0,0.0
1712,AL,Samson,2019,4,2.0,0.0
1713,AL,Samson,2020,8,2.0,0.0
1714,AL,Samson,2021,4,2.0,0.0
1715,AL,Samson,2022,7,2.0,0.0
1716,AL,Saraland,2017,14,2.5,5.0
1717,AL,Saraland,2018,56,2.5714285714285716,24.0
1718,AL,Saraland,2019,60,2.35,21.0
1719,AL,Saraland,2020,61,2.377049180327869,21.0
1720,AL,Saraland,2021,48,2.375,12.0
1721,AL,Saraland,2022,29,2.1379310344827585,2.0
1722,AL,Saraland,2023,2,2.0,0.0
1723,AL,Sardis,2021,4,2.0,0.0
1724,AL,Sardis,2022,2,2.0,0.0
1725,AL,Satsuma,2017,2,2.5,1.0
1726,AL,Satsuma,2018,13,2.4615384615384617,6.0
1727,AL,Satsuma,2019,16,2.375,6.0
1728,AL,Satsuma,2020,13,2.230769230769231,3.0
1729,AL,Satsuma,2021,23,2.260869565217391,2.0
1730,AL,Satsuma,2022,12,2.4166666666666665,1.0
1731,AL,Satsuma,2023,4,2.0,0.0
1732,AL,Sawyerville,2018,3,3.3333333333333335,0.0
1733,AL,Scottsboro,2017,1,4.0,0.0
1734,AL,Scottsboro,2018,12,2.0833333333333335,1.0
1735,AL,Scottsboro,2019,13,2.0,0.0
1736,AL,Scottsboro,2020,11,2.272727272727273,3.0
1737,AL,Scottsboro,2021,29,2.206896551724138,0.0
1738,AL,Scottsboro,2022,6,2.0,0.0
1739,AL,Scottsboro,2023,1,2.0,0.0
1740,AL,Seale,2019,2,2.0,0.0
1741,AL,Seale,2020,5,2.0,0.0
1742,AL,Seale,2021,4,2.5,0.0
1743,AL,Section,2021,1,2.0,0.0
1744,AL,Selma,2017,7,3.2857142857142856,1.0
1745,AL,Selma,2018,3,2.0,0.0
1746,AL,Selma,2019,8,2.125,1.0
1747,AL,Selma,2020,50,2.2,0.0
1748,AL,Selma,2021,84,2.011904761904762,1.0
1749,AL,Selma,2022,23,2.3043478260869565,1.0
1750,AL,Selma,2023,1,2.0,0.0
1751,AL,Seminole,2017,1,2.0,0.0
1752,AL,Seminole,2018,2,4.0,0.0
1753,AL,Seminole,2019,1,2.0,0.0
1754,AL,Seminole,2020,1,2.0,0.0
1755,AL,Seminole,2021,2,3.0,0.0
1756,AL,Semmes,2017,18,2.0,0.0
1757,AL,Semmes,2018,57,2.0,0.0
1758,AL,Semmes,2019,76,2.0526315789473686,2.0
1759,AL,Semmes,2020,31,2.2580645161290325,8.0
1760,AL,Semmes,2021,13,2.0,0.0
1761,AL,Semmes,2022,15,2.2666666666666666,0.0
1762,AL,Semmes,2023,1,2.0,0.0
1763,AL,Sheffield,2018,2,2.5,1.0
1764,AL,Sheffield,2019,3,2.0,0.0
1765,AL,Sheffield,2020,2,2.0,0.0
1766,AL,Sheffield,2021,1,2.0,0.0
1767,AL,Shelby,2017,1,2.0,0.0
1768,AL,Shelby,2018,3,2.0,0.0
1769,AL,Shelby,2019,1,2.0,0.0
1770,AL,Shelby,2020,1,2.0,0.0
1771,AL,Shelby,2021,2,2.0,0.0
1772,AL,Shorter,2016,1,2.0,0.0
1773,AL,Shorter,2017,8,2.625,5.0
1774,AL,Shorter,2018,49,3.0408163265306123,41.0
1775,AL,Shorter,2019,76,2.736842105263158,56.0
1776,AL,Shorter,2020,71,2.704225352112676,46.0
1777,AL,Shorter,2021,134,2.537313432835821,56.0
1778,AL,Shorter,2022,68,2.3970588235294117,23.0
1779,AL,Shorter,2023,6,2.0,0.0
1780,AL,Shorterville,2019,1,2.0,0.0
1781,AL,Shorterville,2020,4,2.0,0.0
1782,AL,Shorterville,2021,1,2.0,0.0
1783,AL,Shorterville,2022,1,2.0,0.0
1784,AL,Silas,2018,1,2.0,0.0
1785,AL,Silas,2019,4,3.0,0.0
1786,AL,Silas,2020,8,2.125,1.0
1787,AL,Silas,2021,4,3.0,0.0
1788,AL,Silas,2022,4,3.0,0.0
1789,AL,Silverhill,2017,1,2.0,0.0
1790,AL,Silverhill,2018,1,2.0,0.0
1791,AL,Silverhill,2019,2,2.0,0.0
1792,AL,Silverhill,2020,3,2.0,0.0
1793,AL,Silverhill,2021,2,2.0,0.0
1794,AL,Silverhill,2022,1,2.0,0.0
1795,AL,Skipperville,2019,2,2.0,0.0
1796,AL,Skipperville,2021,2,2.0,0.0
1797,AL,Skipperville,2022,3,2.0,0.0
1798,AL,Slocomb,2018,1,2.0,0.0
1799,AL,Slocomb,2019,8,2.0,0.0
1800,AL,Slocomb,2020,9,2.0,0.0
1801,AL,Slocomb,2021,15,2.0,0.0
1802,AL,Slocomb,2022,4,2.0,0.0
1803,AL,Smiths Station,2017,1,2.0,0.0
1804,AL,Smiths Station,2018,1,2.0,0.0
1805,AL,Smiths Station,2019,15,2.0,0.0
1806,AL,Smiths Station,2020,27,2.0,0.0
1807,AL,Smiths Station,2021,19,2.0,0.0
1808,AL,Smiths Station,2022,15,2.2,1.0
1809,AL,Somerville,2018,12,2.0,0.0
1810,AL,Somerville,2019,31,2.0,0.0
1811,AL,Somerville,2020,18,2.0,0.0
1812,AL,Somerville,2021,15,2.1333333333333333,0.0
1813,AL,Somerville,2022,29,2.0689655172413794,0.0
1814,AL,Somerville,2023,1,2.0,0.0
1815,AL,Spanish Fort,2017,53,2.849056603773585,45.0
1816,AL,Spanish Fort,2018,125,2.736,92.0
1817,AL,Spanish Fort,2019,4,2.0,0.0
1818,AL,Spanish Fort,2020,2,3.0,2.0
1819,AL,Spanish Fort,2022,2,2.0,0.0
1820,AL,Springville,2017,2,3.0,2.0
1821,AL,Springville,2018,17,2.6470588235294117,9.0
1822,AL,Springville,2019,19,2.6315789473684212,10.0
1823,AL,Springville,2020,19,2.5789473684210527,11.0
1824,AL,Springville,2021,33,2.4242424242424243,6.0
1825,AL,Springville,2022,56,2.142857142857143,7.0
1826,AL,Spruce Pine,2021,1,2.0,0.0
1827,AL,Spruce Pine,2022,1,2.0,0.0
1828,AL,Stanton,2017,1,2.0,0.0
1829,AL,Stanton,2018,2,2.0,0.0
1830,AL,Stanton,2019,7,2.5714285714285716,0.0
1831,AL,Stanton,2020,2,2.0,0.0
1832,AL,Stanton,2021,7,2.0,0.0
1833,AL,Stanton,2022,9,1.8888888888888888,0.0
1834,AL,Stapleton,2018,3,2.0,0.0
1835,AL,Stapleton,2019,4,2.0,0.0
1836,AL,Stapleton,2020,2,2.0,0.0
1837,AL,Stapleton,2021,2,2.0,0.0
1838,AL,Steele,2017,3,3.0,1.0
1839,AL,Steele,2018,6,3.0,4.0
1840,AL,Steele,2020,2,2.0,0.0
1841,AL,Steele,2021,8,2.625,5.0
1842,AL,Steele,2022,9,2.0,1.0
1843,AL,Steele,2023,3,2.0,0.0
1844,AL,Sterrett,2017,5,2.0,0.0
1845,AL,Sterrett,2018,12,2.0,0.0
1846,AL,Sterrett,2019,19,2.0526315789473686,1.0
1847,AL,Sterrett,2020,20,2.0,0.0
1848,AL,Sterrett,2021,19,2.1052631578947367,0.0
1849,AL,Sterrett,2022,17,1.9411764705882353,0.0
1850,AL,Stevenson,2018,1,2.0,0.0
1851,AL,Stevenson,2019,1,2.0,0.0
1852,AL,Stevenson,2020,2,2.0,0.0
1853,AL,Stevenson,2021,1,2.0,0.0
1854,AL,Stevenson,2022,6,2.6666666666666665,0.0
1855,AL,Stockton,2018,1,2.0,0.0
1856,AL,Stockton,2019,3,2.0,0.0
1857,AL,Sulligent,2018,1,2.0,0.0
1858,AL,Sulligent,2019,2,2.0,0.0
1859,AL,Sulligent,2020,4,2.0,0.0
1860,AL,Sulligent,2021,2,2.0,0.0
1861,AL,Sulligent,2022,8,2.5,0.0
1862,AL,Sulligent,2023,1,2.0,0.0
1863,AL,Sumiton,2019,3,2.0,0.0
1864,AL,Sumiton,2020,4,2.0,0.0
1865,AL,Sumiton,2021,1,2.0,0.0
1866,AL,Sumiton,2022,1,2.0,0.0
1867,AL,Summerdale,2018,6,2.0,0.0
1868,AL,Summerdale,2019,11,2.0,0.0
1869,AL,Summerdale,2020,1,2.0,0.0
1870,AL,Summerdale,2022,4,2.5,0.0
1871,AL,Sweet Water,2020,1,2.0,0.0
1872,AL,Sweet Water,2022,4,3.0,0.0
1873,AL,Sylacauga,2016,1,2.0,0.0
1874,AL,Sylacauga,2017,1,2.0,0.0
1875,AL,Sylacauga,2018,13,2.1538461538461537,2.0
1876,AL,Sylacauga,2019,4,2.75,1.0
1877,AL,Sylacauga,2020,11,2.272727272727273,0.0
1878,AL,Sylacauga,2021,8,2.25,0.0
1879,AL,Sylacauga,2022,13,2.0,0.0
1880,AL,Sylacauga,2023,1,2.0,0.0
1881,AL,Sylvania,2019,2,2.0,0.0
1882,AL,Talladega,2017,1,2.0,0.0
1883,AL,Talladega,2018,6,2.0,0.0
1884,AL,Talladega,2019,2,2.0,0.0
1885,AL,Talladega,2020,5,2.0,0.0
1886,AL,Talladega,2021,5,2.4,0.0
1887,AL,Talladega,2022,11,2.0,0.0
1888,AL,Talladega,2023,2,2.0,0.0
1889,AL,Tallassee,2018,1,2.0,0.0
1890,AL,Tallassee,2019,3,2.0,0.0
1891,AL,Tallassee,2020,11,2.0,0.0
1892,AL,Tallassee,2021,8,2.0,0.0
1893,AL,Tallassee,2022,11,2.272727272727273,1.0
1894,AL,Tanner,2016,1,3.0,1.0
1895,AL,Tanner,2017,4,3.5,2.0
1896,AL,Tanner,2018,57,2.526315789473684,28.0
1897,AL,Tanner,2019,170,2.4411764705882355,73.0
1898,AL,Tanner,2020,174,2.3160919540229883,56.0
1899,AL,Tanner,2021,147,2.36734693877551,52.0
1900,AL,Tanner,2022,98,2.13265306122449,14.0
1901,AL,Tanner,2023,2,2.0,0.0
1902,AL,Taylor,2019,1,2.0,0.0
1903,AL,Taylor,2020,2,2.0,0.0
1904,AL,Taylor,2021,2,2.0,0.0
1905,AL,Taylor,2022,3,2.0,0.0
1906,AL,Theodore,2016,1,4.0,0.0
1907,AL,Theodore,2017,29,2.3793103448275863,11.0
1908,AL,Theodore,2018,105,2.295238095238095,31.0
1909,AL,Theodore,2019,126,2.3015873015873014,36.0
1910,AL,Theodore,2020,96,2.1770833333333335,18.0
1911,AL,Theodore,2021,105,2.2857142857142856,30.0
1912,AL,Theodore,2022,103,2.1941747572815533,10.0
1913,AL,Theodore,2023,6,2.0,0.0
1914,AL,Thomaston,2021,4,3.0,0.0
1915,AL,Thomasville,2020,1,2.0,0.0
1916,AL,Thomasville,2021,6,2.3333333333333335,0.0
1917,AL,Thorsby,2017,2,2.0,0.0
1918,AL,Thorsby,2018,9,2.111111111111111,1.0
1919,AL,Thorsby,2019,9,2.0,0.0
1920,AL,Thorsby,2020,17,2.0,0.0
1921,AL,Thorsby,2021,7,2.0,0.0
1922,AL,Thorsby,2022,1,2.0,0.0
1923,AL,Titus,2018,2,2.0,0.0
1924,AL,Titus,2019,1,2.0,0.0
1925,AL,Titus,2020,16,2.0,0.0
1926,AL,Titus,2021,13,2.076923076923077,1.0
1927,AL,Titus,2022,10,2.1,0.0
1928,AL,Toney,2017,1,2.0,0.0
1929,AL,Toney,2018,7,2.0,0.0
1930,AL,Toney,2019,29,2.0,0.0
1931,AL,Toney,2020,38,2.0789473684210527,1.0
1932,AL,Toney,2021,34,2.0294117647058822,1.0
1933,AL,Toney,2022,22,2.090909090909091,1.0
1934,AL,Toney,2023,2,2.0,0.0
1935,AL,Town Creek,2018,1,2.0,0.0
1936,AL,Town Creek,2019,6,2.0,0.0
1937,AL,Town Creek,2020,6,2.0,0.0
1938,AL,Town Creek,2021,3,2.0,0.0
1939,AL,Town Creek,2022,4,2.0,0.0
1940,AL,Townley,2019,4,2.0,0.0
1941,AL,Townley,2020,7,2.0,0.0
1942,AL,Townley,2021,16,2.125,0.0
1943,AL,Townley,2022,3,2.0,0.0
1944,AL,Townley,2023,1,2.0,0.0
1945,AL,Toxey,2019,1,2.0,0.0
1946,AL,Toxey,2022,1,1.0,0.0
1947,AL,Trafford,2018,19,2.0,0.0
1948,AL,Trafford,2019,20,2.05,1.0
1949,AL,Trafford,2020,14,2.0,0.0
1950,AL,Trafford,2021,18,2.0,0.0
1951,AL,Trafford,2022,14,1.9285714285714286,0.0
1952,AL,Trafford,2023,3,2.0,0.0
1953,AL,Trenton,2019,1,2.0,0.0
1954,AL,Trenton,2020,1,2.0,0.0
1955,AL,Trinity,2018,4,2.0,0.0
1956,AL,Trinity,2019,14,2.0,0.0
1957,AL,Trinity,2020,2,2.0,0.0
1958,AL,Trinity,2021,4,2.0,0.0
1959,AL,Trinity,2022,12,1.9166666666666667,0.0
1960,AL,Troy,2017,1,2.0,0.0
1961,AL,Troy,2018,14,2.0,0.0
1962,AL,Troy,2019,176,2.0568181818181817,10.0
1963,AL,Troy,2020,311,2.0160771704180065,1.0
1964,AL,Troy,2021,314,2.0254777070063694,4.0
1965,AL,Troy,2022,218,2.0,3.0
1966,AL,Troy,2023,7,2.2857142857142856,0.0
1967,AL,Trussville,2017,3,3.0,1.0
1968,AL,Trussville,2018,19,2.6315789473684212,10.0
1969,AL,Trussville,2019,26,2.4615384615384617,10.0
1970,AL,Trussville,2020,38,2.3684210526315788,14.0
1971,AL,Trussville,2021,121,2.2231404958677685,23.0
1972,AL,Trussville,2022,43,2.13953488372093,4.0
1973,AL,Trussville,2023,3,2.0,0.0
1974,AL,Tuscaloosa,2016,7,3.7142857142857144,2.0
1975,AL,Tuscaloosa,2017,210,2.2095238095238097,35.0
1976,AL,Tuscaloosa,2018,1342,2.175111773472429,223.0
1977,AL,Tuscaloosa,2019,1251,2.125499600319744,135.0
1978,AL,Tuscaloosa,2020,1279,2.077404222048475,89.0
1979,AL,Tuscaloosa,2021,1425,2.0505263157894738,51.0
1980,AL,Tuscaloosa,2022,1181,2.032176121930567,42.0
1981,AL,Tuscaloosa,2023,84,2.0476190476190474,0.0
1982,AL,Tuscumbia,2017,5,2.4,2.0
1983,AL,Tuscumbia,2018,4,2.0,0.0
1984,AL,Tuscumbia,2019,36,2.0833333333333335,3.0
1985,AL,Tuscumbia,2020,54,2.074074074074074,0.0
1986,AL,Tuscumbia,2021,46,2.0217391304347827,1.0
1987,AL,Tuscumbia,2022,48,2.0625,0.0
1988,AL,Tuscumbia,2023,1,2.0,0.0
1989,AL,Tuskegee,2016,2,4.0,0.0
1990,AL,Tuskegee,2017,5,2.4,2.0
1991,AL,Tuskegee,2018,21,2.761904761904762,16.0
1992,AL,Tuskegee,2019,74,2.7567567567567566,56.0
1993,AL,Tuskegee,2020,62,2.7419354838709675,40.0
1994,AL,Tuskegee,2021,63,2.634920634920635,36.0
1995,AL,Tuskegee,2022,44,2.477272727272727,17.0
1996,AL,Tuskegee,2023,2,3.0,0.0
1997,AL,Tuskegee Institute,2019,1,2.0,0.0
1998,AL,Tyler,2018,5,2.6,3.0
1999,AL,Tyler,2019,4,2.0,0.0
2000,AL,Tyler,2020,7,2.0,0.0
2001,AL,Tyler,2021,7,2.0,0.0
2002,AL,Tyler,2022,1,3.0,1.0
2003,AL,Union Grove,2018,6,2.0,0.0
2004,AL,Union Grove,2019,8,2.0,0.0
2005,AL,Union Grove,2020,5,2.0,0.0
2006,AL,Union Grove,2022,3,2.0,0.0
2007,AL,Union Springs,2018,2,2.0,0.0
2008,AL,Union Springs,2019,4,2.0,0.0
2009,AL,Union Springs,2020,11,2.0,0.0
2010,AL,Union Springs,2021,15,2.533333333333333,0.0
2011,AL,Union Springs,2022,4,2.0,0.0
2012,AL,Uniontown,2020,1,2.0,0.0
2013,AL,Uniontown,2021,1,2.0,0.0
2014,AL,Uniontown,2022,3,2.6666666666666665,0.0
2015,AL,Uriah,2018,1,2.0,0.0
2016,AL,Valhermoso Springs,2020,1,3.0,1.0
