,State,City,Year,Count,Mean_Severity,High Severity Count
61237,NY,Holbrook,2022,191,2.068062827225131,14.0
61238,NY,Holbrook,2023,13,2.0,0.0
61239,NY,Holland,2019,3,4.0,0.0
61240,NY,Holland,2022,1,2.0,0.0
61241,NY,Holland Patent,2017,9,2.0,0.0
61242,NY,Holland Patent,2018,8,2.0,0.0
61243,NY,Holland Patent,2019,7,2.0,0.0
61244,NY,Holland Patent,2020,17,2.0,0.0
61245,NY,Holland Patent,2021,23,2.0,0.0
61246,NY,Holland Patent,2022,2,2.0,0.0
61247,NY,Holley,2017,2,2.0,0.0
61248,NY,Holley,2018,1,2.0,0.0
61249,NY,Holley,2019,3,2.0,0.0
61250,NY,Holley,2020,3,2.0,0.0
61251,NY,Holley,2021,6,2.0,0.0
61252,NY,Holley,2022,5,1.8,0.0
61253,NY,Hollis,2016,14,2.357142857142857,3.0
61254,NY,Hollis,2017,15,2.1333333333333333,0.0
61255,NY,Hollis,2018,8,2.0,0.0
61256,NY,Hollis,2019,31,2.064516129032258,2.0
61257,NY,Hollis,2020,22,2.227272727272727,5.0
61258,NY,Hollis,2021,15,2.0,0.0
61259,NY,Hollis,2022,82,2.0,0.0
61260,NY,Hollis,2023,7,2.5714285714285716,0.0
61261,NY,Holmes,2016,27,2.814814814814815,22.0
61262,NY,Holmes,2017,41,2.902439024390244,33.0
61263,NY,Holmes,2018,51,2.9215686274509802,41.0
61264,NY,Holmes,2019,48,2.4375,17.0
61265,NY,Holmes,2020,34,2.3823529411764706,11.0
61266,NY,Holmes,2021,46,2.282608695652174,11.0
61267,NY,Holmes,2022,77,2.051948051948052,5.0
61268,NY,Holmes,2023,5,2.0,0.0
61269,NY,Holtsville,2016,25,2.64,16.0
61270,NY,Holtsville,2017,38,2.5,15.0
61271,NY,Holtsville,2018,34,2.6176470588235294,17.0
61272,NY,Holtsville,2019,64,2.578125,35.0
61273,NY,Holtsville,2020,48,2.3333333333333335,16.0
61274,NY,Holtsville,2021,39,2.358974358974359,12.0
61275,NY,Holtsville,2022,177,2.0677966101694913,10.0
61276,NY,Holtsville,2023,16,2.0,0.0
61277,NY,Homer,2016,1,4.0,0.0
61278,NY,Homer,2017,2,2.0,0.0
61279,NY,Homer,2018,2,2.5,1.0
61280,NY,Homer,2019,3,3.3333333333333335,2.0
61281,NY,Homer,2020,1,2.0,0.0
61282,NY,Homer,2021,21,2.2857142857142856,4.0
61283,NY,Homer,2022,18,2.4444444444444446,0.0
61284,NY,Honeoye Falls,2017,25,2.0,0.0
61285,NY,Honeoye Falls,2018,57,2.017543859649123,1.0
61286,NY,Honeoye Falls,2019,42,2.0714285714285716,1.0
61287,NY,Honeoye Falls,2020,50,2.16,6.0
61288,NY,Honeoye Falls,2021,64,2.0,1.0
61289,NY,Honeoye Falls,2022,38,1.9473684210526316,0.0
61290,NY,Honeoye Falls,2023,2,2.0,0.0
61291,NY,Hoosick Falls,2016,7,3.142857142857143,0.0
61292,NY,Hoosick Falls,2017,11,2.272727272727273,3.0
61293,NY,Hoosick Falls,2018,15,2.2666666666666666,0.0
61294,NY,Hoosick Falls,2019,20,2.8,0.0
61295,NY,Hoosick Falls,2020,35,2.057142857142857,1.0
61296,NY,Hoosick Falls,2021,66,2.3636363636363638,0.0
61297,NY,Hoosick Falls,2022,32,2.03125,0.0
61298,NY,Hoosick Falls,2023,2,2.0,0.0
61299,NY,Hopewell Junction,2016,168,2.375,59.0
61300,NY,Hopewell Junction,2017,246,2.369918699186992,89.0
61301,NY,Hopewell Junction,2018,235,2.3617021276595747,75.0
61302,NY,Hopewell Junction,2019,223,2.1479820627802693,29.0
61303,NY,Hopewell Junction,2020,242,2.115702479338843,40.0
61304,NY,Hopewell Junction,2021,216,2.111111111111111,20.0
61305,NY,Hopewell Junction,2022,324,2.0339506172839505,10.0
61306,NY,Hopewell Junction,2023,52,2.0,0.0
61307,NY,Hornell,2018,3,2.6666666666666665,2.0
61308,NY,Hornell,2019,2,3.0,2.0
61309,NY,Hornell,2021,1,2.0,0.0
61310,NY,Hornell,2023,5,2.0,0.0
61311,NY,Horseheads,2018,8,2.75,2.0
61312,NY,Horseheads,2019,4,3.5,0.0
61313,NY,Horseheads,2020,5,2.4,0.0
61314,NY,Horseheads,2022,19,2.3157894736842106,0.0
61315,NY,Horseheads,2023,2,2.0,0.0
61316,NY,Howard Beach,2016,50,2.1,5.0
61317,NY,Howard Beach,2017,38,2.210526315789474,4.0
61318,NY,Howard Beach,2018,52,2.0576923076923075,1.0
61319,NY,Howard Beach,2019,63,2.126984126984127,8.0
61320,NY,Howard Beach,2020,109,2.4220183486238533,26.0
61321,NY,Howard Beach,2021,66,2.0303030303030303,2.0
61322,NY,Howard Beach,2022,314,2.0,2.0
61323,NY,Howard Beach,2023,8,2.0,0.0
61324,NY,Howes Cave,2016,3,3.0,1.0
61325,NY,Howes Cave,2017,8,2.875,7.0
61326,NY,Howes Cave,2018,9,3.0,9.0
61327,NY,Howes Cave,2019,12,2.75,7.0
61328,NY,Howes Cave,2020,7,2.2857142857142856,2.0
61329,NY,Howes Cave,2021,10,2.1,1.0
61330,NY,Howes Cave,2022,3,2.0,0.0
61331,NY,Hubbardsville,2016,1,2.0,0.0
61332,NY,Hudson,2016,81,2.3703703703703702,6.0
61333,NY,Hudson,2017,108,2.3055555555555554,1.0
61334,NY,Hudson,2018,70,2.4,2.0
61335,NY,Hudson,2019,56,2.1785714285714284,2.0
61336,NY,Hudson,2020,71,2.140845070422535,0.0
61337,NY,Hudson,2021,126,2.2777777777777777,1.0
61338,NY,Hudson,2022,167,2.065868263473054,0.0
61339,NY,Hudson,2023,36,2.0,0.0
61340,NY,Hudson Falls,2016,1,2.0,0.0
61341,NY,Hudson Falls,2017,7,2.2857142857142856,2.0
61342,NY,Hudson Falls,2018,8,3.0,0.0
61343,NY,Hudson Falls,2019,13,2.769230769230769,0.0
61344,NY,Hudson Falls,2020,15,2.0,0.0
61345,NY,Hudson Falls,2021,28,2.2142857142857144,0.0
61346,NY,Hudson Falls,2022,8,2.25,0.0
61347,NY,Hudson Falls,2023,2,2.0,0.0
61348,NY,Huguenot,2016,1,4.0,0.0
61349,NY,Huguenot,2020,6,4.0,0.0
61350,NY,Hunt,2018,1,2.0,0.0
61351,NY,Hunter,2021,6,4.0,0.0
61352,NY,Hunter,2022,8,2.5,0.0
61353,NY,Huntington,2016,15,2.2666666666666666,2.0
61354,NY,Huntington,2017,32,2.1875,0.0
61355,NY,Huntington,2018,54,2.6481481481481484,3.0
61356,NY,Huntington,2019,106,2.0943396226415096,0.0
61357,NY,Huntington,2020,55,2.1818181818181817,10.0
61358,NY,Huntington,2021,48,2.375,0.0
61359,NY,Huntington,2022,46,1.8695652173913044,0.0
61360,NY,Huntington,2023,4,3.0,0.0
61361,NY,Huntington Station,2016,98,2.5918367346938775,42.0
61362,NY,Huntington Station,2017,128,2.5703125,53.0
61363,NY,Huntington Station,2018,153,2.392156862745098,42.0
61364,NY,Huntington Station,2019,210,2.3333333333333335,46.0
61365,NY,Huntington Station,2020,167,2.3832335329341316,32.0
61366,NY,Huntington Station,2021,212,2.2122641509433962,35.0
61367,NY,Huntington Station,2022,384,2.0546875,17.0
61368,NY,Huntington Station,2023,54,2.185185185185185,0.0
61369,NY,Hurley,2016,1,4.0,0.0
61370,NY,Hurley,2019,1,2.0,0.0
61371,NY,Hurley,2020,1,2.0,0.0
61372,NY,Hurley,2022,3,2.0,0.0
61373,NY,Hyde Park,2016,12,2.0,0.0
61374,NY,Hyde Park,2017,8,2.0,0.0
61375,NY,Hyde Park,2018,8,2.0,0.0
61376,NY,Hyde Park,2019,9,2.111111111111111,1.0
61377,NY,Hyde Park,2020,14,2.7142857142857144,0.0
61378,NY,Hyde Park,2021,19,2.0526315789473686,1.0
61379,NY,Hyde Park,2022,18,2.0,0.0
61380,NY,Hyde Park,2023,2,3.0,0.0
61381,NY,Ilion,2019,2,4.0,0.0
61382,NY,Ilion,2021,10,2.6,0.0
61383,NY,Indian Lake,2020,2,4.0,0.0
61384,NY,Indian Lake,2021,12,2.3333333333333335,0.0
61385,NY,Inlet,2019,1,2.0,0.0
61386,NY,Inlet,2020,1,2.0,0.0
61387,NY,Inlet,2021,1,2.0,0.0
61388,NY,Interlaken,2019,4,4.0,0.0
61389,NY,Interlaken,2021,4,3.0,0.0
61390,NY,Interlaken,2022,2,3.0,0.0
61391,NY,Inwood,2017,1,2.0,0.0
61392,NY,Inwood,2018,6,3.0,0.0
61393,NY,Inwood,2019,5,2.0,0.0
61394,NY,Inwood,2020,13,2.6153846153846154,8.0
61395,NY,Inwood,2021,5,2.4,0.0
61396,NY,Inwood,2022,21,2.0,0.0
61397,NY,Irondequoit,2019,2,2.0,0.0
61398,NY,Irondequoit,2020,4,2.0,0.0
61399,NY,Irondequoit,2021,4,2.0,0.0
61400,NY,Irondequoit,2022,4,2.0,0.0
61401,NY,Irving,2016,5,2.8,0.0
61402,NY,Irving,2017,16,2.6875,11.0
61403,NY,Irving,2018,50,3.04,42.0
61404,NY,Irving,2019,49,2.5918367346938775,25.0
61405,NY,Irving,2020,43,2.302325581395349,8.0
61406,NY,Irving,2021,72,2.2083333333333335,5.0
61407,NY,Irving,2022,76,2.013157894736842,1.0
61408,NY,Irving,2023,9,2.0,0.0
61409,NY,Irvington,2016,84,2.7857142857142856,64.0
61410,NY,Irvington,2017,142,2.8028169014084505,112.0
61411,NY,Irvington,2018,114,2.780701754385965,89.0
61412,NY,Irvington,2019,92,2.5760869565217392,53.0
61413,NY,Irvington,2020,55,2.2545454545454544,15.0
61414,NY,Irvington,2021,73,2.1780821917808217,13.0
61415,NY,Irvington,2022,103,2.029126213592233,1.0
61416,NY,Irvington,2023,19,2.0,0.0
61417,NY,Island Park,2018,2,2.0,0.0
61418,NY,Island Park,2019,4,2.0,0.0
61419,NY,Island Park,2021,2,2.0,0.0
61420,NY,Islandia,2016,45,2.6222222222222222,28.0
61421,NY,Islandia,2017,57,2.7017543859649122,36.0
61422,NY,Islandia,2018,72,2.7222222222222223,46.0
61423,NY,Islandia,2019,68,2.3529411764705883,18.0
61424,NY,Islandia,2020,73,2.3698630136986303,17.0
61425,NY,Islandia,2021,98,2.3979591836734695,25.0
61426,NY,Islandia,2022,229,2.0829694323144103,10.0
61427,NY,Islandia,2023,20,2.0,0.0
61428,NY,Islip,2016,15,2.2666666666666666,0.0
61429,NY,Islip,2017,17,2.0,0.0
61430,NY,Islip,2018,15,2.4,0.0
61431,NY,Islip,2019,41,2.097560975609756,0.0
61432,NY,Islip,2020,32,2.125,1.0
61433,NY,Islip,2021,24,2.0416666666666665,1.0
61434,NY,Islip,2022,56,1.9821428571428572,0.0
61435,NY,Islip,2023,4,2.5,0.0
61436,NY,Islip Terrace,2016,10,2.1,1.0
61437,NY,Islip Terrace,2017,13,2.6153846153846154,0.0
61438,NY,Islip Terrace,2018,19,2.3157894736842106,0.0
61439,NY,Islip Terrace,2019,31,2.129032258064516,0.0
61440,NY,Islip Terrace,2020,19,2.3157894736842106,0.0
61441,NY,Islip Terrace,2021,31,2.0,0.0
61442,NY,Islip Terrace,2022,44,2.0,0.0
61443,NY,Islip Terrace,2023,5,2.4,0.0
61444,NY,Ithaca,2016,4,4.0,0.0
61445,NY,Ithaca,2017,5,4.0,0.0
61446,NY,Ithaca,2018,11,3.8181818181818183,0.0
61447,NY,Ithaca,2019,7,4.0,0.0
61448,NY,Ithaca,2021,53,2.6037735849056602,0.0
61449,NY,Ithaca,2022,18,2.4444444444444446,0.0
61450,NY,Jackson Heights,2016,9,2.111111111111111,1.0
61451,NY,Jackson Heights,2017,13,2.230769230769231,1.0
61452,NY,Jackson Heights,2018,16,2.375,0.0
61453,NY,Jackson Heights,2019,12,2.1666666666666665,0.0
61454,NY,Jackson Heights,2020,16,2.875,0.0
61455,NY,Jackson Heights,2021,18,2.111111111111111,0.0
61456,NY,Jackson Heights,2022,13,2.0,0.0
61457,NY,Jackson Heights,2023,1,2.0,0.0
61458,NY,Jamaica,2016,269,2.386617100371747,94.0
61459,NY,Jamaica,2017,415,2.503614457831325,179.0
61460,NY,Jamaica,2018,355,2.5098591549295777,155.0
61461,NY,Jamaica,2019,531,2.391713747645951,182.0
61462,NY,Jamaica,2020,609,2.367816091954023,185.0
61463,NY,Jamaica,2021,642,2.269470404984424,153.0
61464,NY,Jamaica,2022,1871,2.0438268305718865,67.0
61465,NY,Jamaica,2023,82,2.0,0.0
61466,NY,Jamestown,2016,2,4.0,0.0
61467,NY,Jamestown,2017,1,4.0,0.0
61468,NY,Jamestown,2018,3,3.3333333333333335,0.0
61469,NY,Jamestown,2019,1,2.0,0.0
61470,NY,Jamestown,2020,3,3.3333333333333335,0.0
61471,NY,Jamestown,2021,10,2.4,0.0
61472,NY,Jamestown,2022,11,2.5454545454545454,0.0
61473,NY,Jamestown,2023,11,2.3636363636363638,0.0
61474,NY,Jamesville,2016,4,3.5,0.0
61475,NY,Jamesville,2017,17,2.0588235294117645,1.0
61476,NY,Jamesville,2018,6,2.5,3.0
61477,NY,Jamesville,2019,4,2.75,3.0
61478,NY,Jamesville,2020,19,2.0526315789473686,1.0
61479,NY,Jamesville,2021,27,2.3333333333333335,5.0
61480,NY,Jamesville,2022,21,2.142857142857143,1.0
61481,NY,Jasper,2019,1,4.0,0.0
61482,NY,Jefferson,2018,3,2.0,0.0
61483,NY,Jefferson Valley,2019,3,2.0,0.0
61484,NY,Jefferson Valley,2021,1,2.0,0.0
61485,NY,Jefferson Valley,2022,28,2.142857142857143,0.0
61486,NY,Jeffersonville,2018,2,4.0,0.0
61487,NY,Jeffersonville,2020,2,2.0,0.0
61488,NY,Jericho,2016,84,2.4642857142857144,33.0
61489,NY,Jericho,2017,81,2.5925925925925926,42.0
61490,NY,Jericho,2018,89,2.6741573033707864,50.0
61491,NY,Jericho,2019,113,2.5486725663716814,54.0
61492,NY,Jericho,2020,146,2.4383561643835616,43.0
61493,NY,Jericho,2021,172,2.366279069767442,63.0
61494,NY,Jericho,2022,366,2.122950819672131,37.0
61495,NY,Jericho,2023,37,2.054054054054054,0.0
61496,NY,Jewett,2019,1,4.0,0.0
61497,NY,Johnsburg,2018,4,3.0,0.0
61498,NY,Johnsburg,2020,1,2.0,0.0
61499,NY,Johnsburg,2021,8,2.5,0.0
61500,NY,Johnsburg,2022,2,2.0,0.0
61501,NY,Johnson City,2016,4,2.5,0.0
61502,NY,Johnson City,2017,11,2.272727272727273,3.0
61503,NY,Johnson City,2018,15,2.2,1.0
61504,NY,Johnson City,2019,17,2.764705882352941,7.0
61505,NY,Johnson City,2020,31,2.2580645161290325,9.0
61506,NY,Johnson City,2021,37,2.324324324324324,4.0
61507,NY,Johnson City,2022,26,2.0,0.0
61508,NY,Johnsonville,2016,2,3.0,2.0
61509,NY,Johnsonville,2017,4,3.5,0.0
61510,NY,Johnsonville,2018,7,3.7142857142857144,0.0
61511,NY,Johnsonville,2019,3,2.6666666666666665,2.0
61512,NY,Johnsonville,2020,14,2.0,0.0
61513,NY,Johnsonville,2021,13,2.0,0.0
61514,NY,Johnsonville,2022,23,2.0,0.0
61515,NY,Johnstown,2019,6,3.6666666666666665,0.0
61516,NY,Johnstown,2020,5,2.4,0.0
61517,NY,Johnstown,2021,14,3.4285714285714284,0.0
61518,NY,Jordan,2017,3,2.0,0.0
61519,NY,Jordan,2018,3,3.0,3.0
61520,NY,Jordan,2019,3,2.0,0.0
61521,NY,Jordan,2020,8,2.0,0.0
61522,NY,Jordan,2021,15,2.0,0.0
61523,NY,Jordan,2022,40,2.0,0.0
61524,NY,Jordan,2023,21,2.0,0.0
61525,NY,Katonah,2016,183,2.5846994535519126,101.0
61526,NY,Katonah,2017,280,2.65,165.0
61527,NY,Katonah,2018,248,2.6088709677419355,131.0
61528,NY,Katonah,2019,174,2.3045977011494254,51.0
61529,NY,Katonah,2020,144,2.076388888888889,26.0
61530,NY,Katonah,2021,175,2.2457142857142856,35.0
61531,NY,Katonah,2022,281,2.0640569395017794,18.0
61532,NY,Katonah,2023,32,2.0,0.0
61533,NY,Keene,2018,1,4.0,0.0
61534,NY,Keene,2019,2,4.0,0.0
61535,NY,Keene Valley,2018,1,4.0,0.0
61536,NY,Keene Valley,2020,1,4.0,0.0
61537,NY,Keeseville,2017,1,4.0,0.0
61538,NY,Keeseville,2018,3,2.6666666666666665,2.0
61539,NY,Keeseville,2020,4,2.5,2.0
61540,NY,Keeseville,2021,12,2.1666666666666665,0.0
61541,NY,Keeseville,2022,14,2.142857142857143,0.0
61542,NY,Kendall,2018,1,2.0,0.0
61543,NY,Kendall,2019,2,2.0,0.0
61544,NY,Kendall,2020,4,4.0,0.0
61545,NY,Kennedy,2016,2,4.0,0.0
61546,NY,Kennedy,2017,2,4.0,0.0
61547,NY,Kennedy,2018,2,4.0,0.0
61548,NY,Kennedy,2019,6,3.3333333333333335,0.0
61549,NY,Kennedy,2021,1,2.0,0.0
61550,NY,Kennedy,2022,1,2.0,0.0
61551,NY,Kenoza Lake,2022,4,2.5,0.0
61552,NY,Kerhonkson,2017,2,2.0,0.0
61553,NY,Kerhonkson,2018,2,2.0,0.0
61554,NY,Kerhonkson,2019,3,2.0,0.0
61555,NY,Kerhonkson,2020,3,2.6666666666666665,0.0
61556,NY,Kerhonkson,2021,4,2.0,0.0
61557,NY,Kerhonkson,2022,11,2.0,0.0
61558,NY,Kerhonkson,2023,4,3.0,0.0
61559,NY,Kew Gardens,2016,41,2.4390243902439024,16.0
61560,NY,Kew Gardens,2017,39,2.41025641025641,6.0
61561,NY,Kew Gardens,2018,26,2.269230769230769,5.0
61562,NY,Kew Gardens,2019,16,2.3125,5.0
61563,NY,Kew Gardens,2020,35,2.8,10.0
61564,NY,Kew Gardens,2021,31,2.0,0.0
61565,NY,Kew Gardens,2022,247,2.020242914979757,3.0
61566,NY,Kew Gardens,2023,15,2.0,0.0
61567,NY,Kiamesha Lake,2016,1,4.0,0.0
61568,NY,Kill Buck,2018,1,4.0,0.0
61569,NY,Kill Buck,2019,3,2.0,0.0
61570,NY,Kill Buck,2022,7,2.857142857142857,0.0
61571,NY,Kinderhook,2016,6,2.6666666666666665,2.0
61572,NY,Kinderhook,2017,6,2.6666666666666665,0.0
61573,NY,Kinderhook,2018,6,2.0,0.0
61574,NY,Kinderhook,2019,6,2.0,0.0
61575,NY,Kinderhook,2020,2,2.0,0.0
61576,NY,Kinderhook,2021,13,2.3076923076923075,0.0
61577,NY,Kinderhook,2022,13,2.4615384615384617,0.0
61578,NY,Kinderhook,2023,2,2.0,0.0
61579,NY,King Ferry,2022,4,2.5,0.0
61580,NY,Kings Park,2016,5,2.0,0.0
61581,NY,Kings Park,2017,12,2.5,0.0
61582,NY,Kings Park,2018,17,2.235294117647059,0.0
61583,NY,Kings Park,2019,16,2.125,0.0
61584,NY,Kings Park,2020,9,2.2222222222222223,2.0
61585,NY,Kings Park,2021,1,2.0,0.0
61586,NY,Kings Park,2022,15,2.2666666666666666,0.0
61587,NY,Kings Park,2023,1,2.0,0.0
61588,NY,Kingston,2016,55,2.909090909090909,40.0
61589,NY,Kingston,2017,86,2.802325581395349,65.0
61590,NY,Kingston,2018,92,2.739130434782609,68.0
61591,NY,Kingston,2019,96,2.5,48.0
61592,NY,Kingston,2020,89,2.247191011235955,17.0
61593,NY,Kingston,2021,136,2.161764705882353,12.0
61594,NY,Kingston,2022,207,2.0579710144927534,6.0
61595,NY,Kingston,2023,48,2.0,0.0
61596,NY,Kirkville,2016,1,3.0,1.0
61597,NY,Kirkville,2017,7,2.2857142857142856,2.0
61598,NY,Kirkville,2018,2,3.0,2.0
61599,NY,Kirkville,2019,5,2.4,2.0
61600,NY,Kirkville,2020,18,2.2777777777777777,3.0
61601,NY,Kirkville,2021,28,2.2142857142857144,0.0
61602,NY,Kirkville,2022,74,2.027027027027027,0.0
61603,NY,Kirkville,2023,29,2.0,0.0
61604,NY,Kirkwood,2016,5,3.2,2.0
61605,NY,Kirkwood,2017,9,2.2222222222222223,2.0
61606,NY,Kirkwood,2018,5,2.8,4.0
61607,NY,Kirkwood,2019,11,2.6363636363636362,7.0
61608,NY,Kirkwood,2020,19,2.4210526315789473,8.0
61609,NY,Kirkwood,2021,35,2.3714285714285714,7.0
61610,NY,Kirkwood,2022,23,2.130434782608696,3.0
61611,NY,Kirkwood,2023,7,2.0,0.0
61612,NY,La Fargeville,2017,2,4.0,0.0
61613,NY,La Fargeville,2021,3,2.3333333333333335,1.0
61614,NY,La Fayette,2016,7,2.857142857142857,2.0
61615,NY,La Fayette,2017,23,2.5652173913043477,3.0
61616,NY,La Fayette,2018,5,3.0,3.0
61617,NY,La Fayette,2019,7,2.4285714285714284,3.0
61618,NY,La Fayette,2020,34,2.2941176470588234,10.0
61619,NY,La Fayette,2021,18,2.2222222222222223,2.0
61620,NY,La Fayette,2022,34,2.235294117647059,0.0
61621,NY,La Fayette,2023,1,2.0,0.0
61622,NY,Lacona,2018,2,3.5,1.0
61623,NY,Lacona,2020,5,2.8,0.0
61624,NY,Lacona,2021,6,2.0,0.0
61625,NY,Lacona,2022,3,2.0,0.0
61626,NY,Lagrangeville,2016,119,2.042016806722689,3.0
61627,NY,Lagrangeville,2017,126,2.0555555555555554,1.0
61628,NY,Lagrangeville,2018,156,2.0833333333333335,5.0
61629,NY,Lagrangeville,2019,106,2.018867924528302,2.0
61630,NY,Lagrangeville,2020,90,2.033333333333333,3.0
61631,NY,Lagrangeville,2021,51,2.019607843137255,1.0
61632,NY,Lagrangeville,2022,89,2.044943820224719,1.0
61633,NY,Lagrangeville,2023,40,2.0,0.0
61634,NY,Lake George,2016,9,2.3333333333333335,1.0
61635,NY,Lake George,2017,36,2.6944444444444446,13.0
61636,NY,Lake George,2018,59,2.593220338983051,35.0
61637,NY,Lake George,2019,110,2.4454545454545453,47.0
61638,NY,Lake George,2020,104,2.3076923076923075,25.0
61639,NY,Lake George,2021,156,2.269230769230769,10.0
61640,NY,Lake George,2022,135,2.037037037037037,1.0
61641,NY,Lake George,2023,33,2.0,0.0
61642,NY,Lake Grove,2017,3,2.0,0.0
61643,NY,Lake Grove,2018,7,2.0,0.0
61644,NY,Lake Grove,2019,16,2.0,0.0
61645,NY,Lake Grove,2020,4,2.5,0.0
61646,NY,Lake Grove,2021,2,2.0,0.0
61647,NY,Lake Grove,2022,12,1.9166666666666667,0.0
61648,NY,Lake Huntington,2022,1,2.0,0.0
61649,NY,Lake Katrine,2017,4,3.5,2.0
61650,NY,Lake Katrine,2018,1,2.0,0.0
61651,NY,Lake Katrine,2019,7,3.4285714285714284,0.0
61652,NY,Lake Katrine,2020,9,2.0,0.0
61653,NY,Lake Katrine,2021,11,2.1818181818181817,0.0
61654,NY,Lake Katrine,2022,45,2.0444444444444443,0.0
61655,NY,Lake Katrine,2023,14,2.0,0.0
61656,NY,Lake Luzerne,2017,3,2.0,0.0
61657,NY,Lake Luzerne,2019,1,2.0,0.0
61658,NY,Lake Luzerne,2020,3,2.0,0.0
61659,NY,Lake Luzerne,2021,2,2.0,0.0
61660,NY,Lake Luzerne,2022,6,2.0,0.0
61661,NY,Lake Placid,2017,1,4.0,0.0
61662,NY,Lake Placid,2019,1,4.0,0.0
61663,NY,Lake View,2018,2,4.0,0.0
61664,NY,Lake View,2019,2,4.0,0.0
61665,NY,Lake View,2020,5,2.4,0.0
61666,NY,Lake View,2021,26,2.0,0.0
61667,NY,Lake View,2022,33,2.121212121212121,0.0
61668,NY,Lake View,2023,3,2.0,0.0
61669,NY,Lakewood,2020,1,2.0,0.0
61670,NY,Lakewood,2021,1,2.0,0.0
61671,NY,Lancaster,2017,5,3.2,0.0
61672,NY,Lancaster,2018,5,3.2,0.0
61673,NY,Lancaster,2019,8,2.25,2.0
61674,NY,Lancaster,2020,25,2.32,2.0
61675,NY,Lancaster,2021,51,2.196078431372549,0.0
61676,NY,Lancaster,2022,97,1.9896907216494846,0.0
61677,NY,Lancaster,2023,18,2.0,0.0
61678,NY,Lanesville,2016,3,3.3333333333333335,2.0
61679,NY,Lanesville,2021,3,2.6666666666666665,0.0
61680,NY,Lansing,2018,1,2.0,0.0
61681,NY,Lansing,2020,3,2.6666666666666665,0.0
61682,NY,Lansing,2021,3,2.6666666666666665,0.0
61683,NY,Larchmont,2016,62,2.9193548387096775,57.0
61684,NY,Larchmont,2017,78,2.8974358974358974,68.0
61685,NY,Larchmont,2018,62,2.9838709677419355,61.0
61686,NY,Larchmont,2019,9,2.5555555555555554,5.0
61687,NY,Larchmont,2020,42,2.380952380952381,16.0
61688,NY,Larchmont,2021,52,2.4038461538461537,17.0
61689,NY,Larchmont,2022,144,2.0555555555555554,8.0
61690,NY,Larchmont,2023,47,2.0,0.0
61691,NY,Latham,2016,207,2.550724637681159,102.0
61692,NY,Latham,2017,305,2.59344262295082,167.0
61693,NY,Latham,2018,326,2.5828220858895707,182.0
61694,NY,Latham,2019,294,2.435374149659864,112.0
61695,NY,Latham,2020,223,2.210762331838565,45.0
61696,NY,Latham,2021,332,2.13855421686747,26.0
61697,NY,Latham,2022,497,2.0643863179074446,8.0
61698,NY,Latham,2023,76,2.0,0.0
61699,NY,Laurel,2018,1,2.0,0.0
61700,NY,Laurel,2019,1,2.0,0.0
61701,NY,Laurel,2021,2,2.0,0.0
61702,NY,Laurelton,2016,2,2.0,0.0
61703,NY,Laurelton,2017,1,2.0,0.0
61704,NY,Laurelton,2018,1,2.0,0.0
61705,NY,Laurelton,2019,5,2.4,0.0
61706,NY,Laurelton,2021,2,2.0,0.0
61707,NY,Laurelton,2022,7,2.0,0.0
61708,NY,Laurens,2016,1,3.0,1.0
61709,NY,Laurens,2020,2,4.0,0.0
61710,NY,Laurens,2021,2,3.0,0.0
61711,NY,Lawrence,2016,1,2.0,0.0
61712,NY,Lawrence,2017,8,2.5,0.0
61713,NY,Lawrence,2018,9,2.3333333333333335,0.0
61714,NY,Lawrence,2019,14,2.0,0.0
61715,NY,Lawrence,2020,8,2.125,1.0
61716,NY,Lawrence,2021,2,2.0,0.0
61717,NY,Lawrence,2022,30,2.0,0.0
61718,NY,Lawtons,2020,2,2.0,0.0
61719,NY,Le Roy,2016,4,2.0,0.0
61720,NY,Le Roy,2017,23,2.782608695652174,18.0
61721,NY,Le Roy,2018,63,2.984126984126984,60.0
61722,NY,Le Roy,2019,72,2.5972222222222223,39.0
61723,NY,Le Roy,2020,67,2.2388059701492535,18.0
61724,NY,Le Roy,2021,58,2.0689655172413794,4.0
61725,NY,Le Roy,2022,88,2.0,0.0
61726,NY,Le Roy,2023,21,2.0,0.0
61727,NY,Lee Center,2017,2,2.0,0.0
61728,NY,Lee Center,2018,2,2.0,0.0
61729,NY,Lee Center,2019,5,2.4,0.0
61730,NY,Lee Center,2020,6,2.0,0.0
61731,NY,Lee Center,2021,9,2.0,0.0
61732,NY,Leeds,2018,2,3.0,2.0
61733,NY,Leeds,2020,1,2.0,0.0
61734,NY,Leeds,2021,3,2.0,0.0
61735,NY,Leicester,2016,2,4.0,0.0
61736,NY,Leicester,2020,6,2.6666666666666665,0.0
61737,NY,Leicester,2023,3,2.6666666666666665,0.0
61738,NY,Levittown,2016,6,2.0,0.0
61739,NY,Levittown,2017,9,2.2222222222222223,0.0
61740,NY,Levittown,2018,13,2.0,0.0
61741,NY,Levittown,2019,47,2.0851063829787235,0.0
61742,NY,Levittown,2020,42,2.1904761904761907,4.0
61743,NY,Levittown,2021,30,2.4,0.0
61744,NY,Levittown,2022,37,1.945945945945946,0.0
61745,NY,Lewis,2016,1,4.0,0.0
61746,NY,Lewis,2021,2,2.0,0.0
61747,NY,Lewiston,2017,5,4.0,0.0
61748,NY,Lewiston,2018,4,3.5,0.0
61749,NY,Lewiston,2019,7,2.142857142857143,1.0
