Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2016-12-09 06:06:43,36.1872,-86.6308,Hermitage,TN,26.1,63.0,10.0,11.5,,Overcast
2,2016-12-09 06:06:43,36.187197,-86.630806,Hermitage,TN,26.1,63.0,10.0,11.5,,Overcast
2,2016-12-09 06:58:25,36.22842,-86.77278000000003,Nashville,TN,26.1,60.0,10.0,8.1,,Overcast
2,2016-12-09 10:06:23,35.766805,-86.358588,Murfreesboro,TN,28.0,63.0,10.0,6.9,,Scattered Clouds
2,2016-12-09 10:09:04,36.134026,-86.72712,Nashville,TN,30.0,54.0,10.0,4.6,,Scattered Clouds
3,2016-12-09 11:11:30,36.1526,-86.78730999999998,Nashville,TN,32.0,50.0,10.0,3.5,,Scattered Clouds
4,2016-12-09 17:49:08,35.987191,-83.28432099999998,Dandridge,TN,32.0,50.0,10.0,,,Clear
4,2016-12-09 17:49:08,35.993193,-83.28883,Dandridge,TN,32.0,50.0,10.0,,,Clear
2,2016-12-09 18:25:21,36.14052,-86.72365,Nashville,TN,28.9,58.0,10.0,5.8,,Clear
4,2016-12-10 02:59:09,35.62797,-86.2445,Beechgrove,TN,15.8,79.0,10.0,,,Clear
3,2016-12-11 03:21:47,36.15256,-86.78708,Nashville,TN,28.0,63.0,10.0,6.9,,Scattered Clouds
4,2016-12-11 07:12:31,35.0748,-89.861049,Memphis,TN,,,10.0,11.5,,Mostly Cloudy
4,2016-12-11 07:12:31,35.07652,-89.86553,Memphis,TN,,,10.0,11.5,,Mostly Cloudy
4,2016-12-11 12:57:54,36.19012,-86.753355,Nashville,TN,57.0,23.0,10.0,24.2,,Mostly Cloudy
4,2016-12-11 12:57:54,36.14963,-86.77278000000003,Nashville,TN,57.0,23.0,10.0,24.2,,Mostly Cloudy
4,2016-12-11 17:56:15,35.03848,-85.68451,Jasper,TN,46.9,54.0,10.0,5.8,,Mostly Cloudy
2,2016-12-11 17:43:50,36.1995,-86.68867,Nashville,TN,53.1,48.0,10.0,20.7,0.0,Light Rain
4,2016-12-11 19:06:32,36.304782,-86.707595,Goodlettsville,TN,54.0,49.0,10.0,20.7,0.0,Overcast
4,2016-12-11 19:06:32,36.30493,-86.70599,Goodlettsville,TN,54.0,49.0,10.0,20.7,0.0,Overcast
2,2016-12-12 05:57:39,35.98973,-83.90344,Knoxville,TN,46.0,93.0,4.0,16.1,0.24,Heavy Rain
2,2016-12-12 07:34:44,35.94602000000001,-83.20223,Newport,TN,46.9,93.0,2.5,10.4,0.17,Heavy Rain
3,2016-12-12 08:05:19,35.142428,-85.248851,Hixson,TN,46.0,93.0,1.5,3.5,0.02,Light Rain
2,2016-12-12 07:06:45,36.21949,-86.69327,Nashville,TN,50.0,89.0,10.0,6.9,,Overcast
2,2016-12-12 07:40:43,35.078340000000004,-89.96106999999998,Memphis,TN,46.0,93.0,10.0,13.8,,Overcast
2,2016-12-12 08:00:14,35.078340000000004,-89.96106999999998,Memphis,TN,46.0,93.0,10.0,13.8,,Overcast
2,2016-12-12 08:19:45,35.078340000000004,-89.96106999999998,Memphis,TN,46.0,93.0,10.0,13.8,,Overcast
2,2016-12-12 09:50:27,35.08405,-89.88831,Memphis,TN,,,10.0,11.5,,Overcast
3,2016-12-12 10:21:47,35.09787,-89.87015,Memphis,TN,,,10.0,11.5,,Overcast
4,2016-12-12 12:26:48,36.55223,-87.2459,Clarksville,TN,46.0,71.0,10.0,10.4,,Overcast
2,2016-12-12 17:58:45,36.14369,-86.68871999999998,Nashville,TN,43.0,76.0,10.0,3.5,,Mostly Cloudy
4,2016-12-13 05:59:26,36.20591,-86.76855,Nashville,TN,39.0,86.0,6.0,8.1,,Overcast
4,2016-12-13 05:59:26,36.20627,-86.77429599999998,Nashville,TN,39.0,86.0,6.0,8.1,,Overcast
2,2016-12-13 06:29:07,36.06682,-86.68665,Antioch,TN,39.9,86.0,6.0,4.6,,Overcast
3,2016-12-13 07:03:47,36.174701,-86.771191,Nashville,TN,39.9,89.0,6.0,4.6,,Overcast
