Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
3,2021-12-30 18:06:14,43.102314,-71.475128,Hooksett,NH,35.0,96.0,1.0,3.0,0.0,Fog
3,2021-12-30 11:40:17,43.256287,-71.549217,Concord,NH,36.0,93.0,7.0,0.0,0.0,Cloudy
2,2021-12-29 06:58:45,43.294003,-70.992813,Rochester,NH,32.0,85.0,10.0,0.0,0.0,Cloudy
3,2021-12-27 16:38:46,42.9557,-71.438309,Manchester,NH,32.0,75.0,10.0,0.0,0.0,Mostly Cloudy
2,2021-12-27 08:18:36,42.896389,-71.12583199999997,East Hampstead,NH,28.0,78.0,10.0,6.0,0.0,Fair
3,2021-12-26 08:51:47,43.638557,-72.280136,Lebanon,NH,30.0,75.0,10.0,7.0,0.0,Cloudy
2,2021-12-24 22:47:32,44.035488,-71.12178,North Conway,NH,35.0,82.0,10.0,3.0,0.0,Fair
2,2021-12-24 19:47:00,43.416752,-71.640869,Franklin,NH,16.0,88.0,10.0,5.0,0.0,Fair
2,2021-12-24 18:49:55,43.629711,-72.321823,West Lebanon,NH,23.0,65.0,7.0,0.0,0.0,Cloudy
2,2021-12-24 18:44:22,43.058311,-71.289917,Candia,NH,27.0,69.0,10.0,5.0,0.0,Cloudy
3,2021-12-24 16:14:42,43.564484,-71.618652,Sanbornton,NH,23.0,72.0,10.0,5.0,0.0,Cloudy
3,2021-12-23 04:51:56,43.498817,-72.132584,Grantham,NH,20.0,55.0,10.0,5.0,0.0,Fair
2,2021-12-23 05:22:27,43.025528,-71.363632,Auburn,NH,27.0,51.0,10.0,17.0,0.0,Fair
2,2021-12-22 10:41:13,43.38073,-71.72023,Salisbury,NH,32.0,96.0,3.0,7.0,0.09,Wintry Mix
2,2021-12-22 10:00:24,43.023548,-71.370377,Auburn,NH,35.0,85.0,5.0,7.0,0.0,Light Rain
3,2021-12-22 08:14:11,43.567547,-72.15061999999998,Enfield,NH,29.0,92.0,2.0,0.0,0.0,Fog
2,2021-12-22 12:21:49,43.719452,-71.320396,Moultonborough,NH,34.0,100.0,9.0,0.0,0.03,Light Rain
2,2021-12-21 08:43:40,43.65583,-71.50026700000002,Meredith,NH,28.0,75.0,10.0,7.0,0.0,Fair
2,2021-12-21 18:20:06,42.919209,-72.373711,Spofford,NH,25.0,96.0,,0.0,0.0,Fair
