Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2023-01-03 15:28:29,36.15764,-95.967121,Tulsa,OK,51.0,43.0,10.0,14.0,0.0,Mostly Cloudy
2,2023-01-21 13:46:33,36.183012,-95.932772,Tulsa,OK,42.0,82.0,10.0,6.0,0.01,Cloudy
2,2023-01-24 16:25:30,36.160749,-95.897614,Tulsa,OK,40.0,89.0,10.0,9.0,0.01,Light Rain
2,2023-01-16 11:08:12,36.160735,-95.894587,Tulsa,OK,64.0,29.0,10.0,18.0,0.0,Partly Cloudy
2,2023-01-29 23:49:34,36.04635800000001,-95.861639,Tulsa,OK,23.0,88.0,5.0,9.0,0.0,Cloudy
2,2023-01-16 12:59:38,36.06095300000001,-95.853289,Tulsa,OK,66.0,27.0,10.0,7.0,0.0,Fair
2,2023-01-05 10:15:53,36.06095300000001,-95.853289,Tulsa,OK,41.0,49.0,10.0,7.0,0.0,Fair
2,2023-01-02 15:32:53,36.092179,-95.922363,Tulsa,OK,71.0,73.0,9.0,10.0,0.0,Mostly Cloudy
2,2023-01-13 07:56:48,36.031925,-95.868499,Tulsa,OK,25.0,81.0,9.0,5.0,0.0,Fair
2,2023-01-13 07:32:53,36.133387,-95.833316,Tulsa,OK,22.0,92.0,6.0,3.0,0.0,Fair
2,2023-01-29 23:21:05,36.1016643,-95.86971402,Tulsa,OK,23.0,85.0,10.0,8.0,0.0,Cloudy
2,2023-01-24 13:09:39,36.066697,-95.92221,Tulsa,OK,38.0,89.0,6.0,5.0,0.0,Light Rain
2,2023-01-18 07:59:47,36.065739,-95.922222,Tulsa,OK,55.0,93.0,4.0,6.0,0.01,Light Rain
2,2023-01-17 13:26:03,36.147882,-95.886604,Tulsa,OK,65.0,39.0,10.0,3.0,0.0,Cloudy
2,2023-01-20 16:33:14,36.118119,-95.866368,Tulsa,OK,51.0,46.0,10.0,5.0,0.0,Fair
2,2023-01-27 18:46:37,36.148074,-95.861894,Tulsa,OK,51.0,36.0,10.0,9.0,0.0,Fair
2,2023-01-28 14:28:16,36.134173,-95.958226,Tulsa,OK,61.0,56.0,10.0,18.0,0.0,Mostly Cloudy
2,2023-01-20 06:40:30,36.13942700000001,-95.851109,Tulsa,OK,26.0,92.0,10.0,3.0,0.0,Partly Cloudy
2,2023-01-22 17:15:33,36.220495,-95.984534,Tulsa,OK,40.0,70.0,10.0,6.0,0.0,Cloudy
2,2023-01-14 13:11:51,36.249084,-95.997208,Tulsa,OK,50.0,41.0,10.0,16.0,0.0,Mostly Cloudy
2,2023-01-30 01:55:03,36.155599,-96.011441,Tulsa,OK,23.0,96.0,6.0,17.0,0.0,Light Freezing Drizzle
2,2023-01-15 14:05:09,36.148092,-95.849783,Tulsa,OK,60.0,60.0,10.0,24.0,0.0,Cloudy / Windy
2,2023-01-05 11:50:48,36.032865,-95.864638,Tulsa,OK,49.0,38.0,10.0,8.0,0.0,Fair
2,2023-01-24 17:50:53,36.119004,-95.868733,Tulsa,OK,39.0,89.0,7.0,9.0,0.02,Light Rain
2,2023-01-22 01:06:29,36.089929,-95.827748,Tulsa,OK,39.0,96.0,10.0,5.0,0.0,Cloudy
2,2023-01-29 21:43:49,36.060967,-95.864542,Tulsa,OK,23.0,85.0,7.0,9.0,0.0,Cloudy
2,2023-01-27 03:32:19,36.060954,-95.863618,Tulsa,OK,37.0,62.0,10.0,8.0,0.0,Fair
2,2023-01-05 14:20:12,36.060961,-95.862672,Tulsa,OK,53.0,27.0,10.0,7.0,0.0,Fair
2,2023-01-21 12:21:16,36.109612,-95.88479,Tulsa,OK,42.0,76.0,5.0,7.0,0.03,Rain
2,2023-01-20 15:19:05,36.13808,-95.886583,Tulsa,OK,53.0,45.0,10.0,3.0,0.0,Fair
2,2023-01-19 12:50:05,36.118937,-95.829572,Tulsa,OK,44.0,51.0,10.0,16.0,0.0,Partly Cloudy
2,2023-01-01 17:08:06,36.118962,-95.822148,Tulsa,OK,67.0,44.0,10.0,6.0,0.0,Mostly Cloudy
2,2023-01-16 10:29:45,36.046512,-96.006313,Tulsa,OK,65.0,27.0,10.0,10.0,0.0,Fair
2,2023-01-18 23:30:10,36.076863,-95.957961,Tulsa,OK,42.0,58.0,10.0,5.0,0.0,Fair
2,2023-01-23 20:42:50,36.216371,-95.949248,Tulsa,OK,37.0,70.0,10.0,3.0,0.0,Cloudy
2,2023-01-23 16:24:35,36.096181,-95.904444,Tulsa,OK,48.0,46.0,10.0,0.0,0.0,Fair
2,2023-01-05 10:57:53,36.118838,-95.926375,Tulsa,OK,44.0,45.0,10.0,5.0,0.0,Fair
2,2023-01-20 08:06:22,36.16744,-95.89063,Tulsa,OK,26.0,92.0,10.0,3.0,0.0,Partly Cloudy
2,2023-01-20 12:12:59,36.088396,-95.973527,Tulsa,OK,46.0,56.0,10.0,5.0,0.0,Fair
2,2023-01-25 05:30:25,36.048381,-95.993688,Tulsa,OK,36.0,87.0,7.0,3.0,0.0,Light Rain
2,2023-01-20 20:21:35,36.060955,-95.874518,Tulsa,OK,37.0,76.0,10.0,0.0,0.0,Fair
