Severity,Start_Time,Start_Lat,Start_Lng,City,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition
2,2020-11-17 23:03:00,43.584385,-116.193528,Boise,ID,52.0,59.0,10.0,8.0,0.0,Cloudy
2,2020-12-20 00:17:24,43.779893,-116.72713,Caldwell,ID,40.0,70.0,10.0,12.0,0.0,Cloudy
2,2020-10-27 23:44:19,43.59732,-116.29413,Boise,ID,38.0,65.0,10.0,0.0,0.0,Fair
4,2020-12-19 13:17:24,44.172173,-112.240329,Dubois,ID,29.0,72.0,10.0,10.0,0.0,Mostly Cloudy
2,2020-11-24 14:13:30,43.637814,-116.354159,Meridian,ID,45.0,57.0,10.0,0.0,0.0,Fair
2,2020-11-27 00:18:10,42.576512,-113.94685,Hazelton,ID,27.0,78.0,10.0,6.0,0.0,Fair
2,2020-11-02 07:34:10,43.460236,-116.088677,Boise,ID,42.0,49.0,10.0,9.0,0.0,Fair
2,2020-12-29 00:53:00,43.633791,-116.37452,Meridian,ID,23.0,100.0,0.5,3.0,0.0,Fog
2,2020-11-19 01:18:21,43.626462,-116.619712,Nampa,ID,45.0,100.0,10.0,0.0,0.0,Mostly Cloudy
2,2020-11-23 15:39:00,43.602439,-116.281417,Boise,ID,40.0,63.0,10.0,6.0,0.0,Mostly Cloudy
2,2020-11-06 15:04:11,42.032629,-112.209516,Malad City,ID,69.0,24.0,10.0,16.0,0.0,Light Rain
2,2020-11-25 13:55:00,43.633812,-116.356212,Meridian,ID,41.0,87.0,10.0,6.0,0.0,Cloudy
2,2020-11-13 14:30:30,43.619046,-116.256948,Boise,ID,39.0,89.0,7.0,14.0,0.04,Light Rain
2,2020-10-22 13:08:30,43.644631,-116.647852,Caldwell,ID,50.0,35.0,10.0,13.0,0.0,Fair
2,2020-12-08 13:01:30,43.6218,-116.354634,Meridian,ID,37.0,56.0,10.0,0.0,0.0,Fair
2,2020-11-11 00:32:00,43.633952,-116.433666,Meridian,ID,37.0,100.0,10.0,0.0,0.0,Mostly Cloudy
2,2020-12-23 12:42:30,43.59756,-116.354698,Meridian,ID,34.0,75.0,10.0,7.0,0.0,Fair
2,2020-12-17 21:56:24,42.299047,-112.209538,Malad City,ID,32.0,96.0,2.0,3.0,0.0,Light Snow
2,2020-12-10 03:12:15,42.42101,-113.326299,Malta,ID,35.0,67.0,10.0,12.0,0.0,Fair
